suite,T,D,h,sign,B,K,stress,method,n,execution_regret_mean,execution_regret_se,audits_mean,audits_se,total_regret_mean,total_regret_se,final_scale_mean,final_scale_se
spread,8192,0.0125,0.1,-1,64,2,0.0,Audit-all UCB,256,12.058801269531868,0.15607003382984647,8192.0,0.0,1650.4588012695322,0.1560700338298466,0.39985084533691406,0.0006496385873276852
spread,8192,0.0125,0.1,1,64,2,0.0,SC-UCB,256,8.317179361978894,0.09398270733043126,64.0,0.0,21.117179361978895,0.09398270733043129,0.5977783203125,0.005794868177915165
spread,8192,0.0125,0.1,1,64,2,0.0,Oracle-scale UCB,256,8.245198567708066,0.10330996136553558,0.0,0.0,8.245198567708066,0.10330996136553558,0.5999999999999999,1.3904972530845984e-17
spread,8192,0.0125,0.1,1,64,2,0.0,Naive proxy UCB,256,7.443098958333111,0.09864128043890097,0.0,0.0,7.443098958333111,0.09864128043890097,1.0,0.0
spread,8192,0.0125,0.1,1,64,2,0.0,Rank-only UCB,256,9.484578450520495,0.1017989249605437,0.0,0.0,9.484578450520495,0.1017989249605437,0.0,0.0
spread,8192,0.0125,0.1,1,64,2,0.0,Audit-only ETC,256,8.665625000000043,0.5301385070936031,64.0,0.0,21.465625000000045,0.530138507093603,0.5977783203125,0.005794868177915165
spread,8192,0.0125,0.1,1,64,2,0.0,Audit-all UCB,256,8.431722005208055,0.10007395712091957,8192.0,0.0,1646.8317220052081,0.10007395712092,0.6002168655395508,0.0005446373657403682
spread,8192,0.025,0.1,-1,102,2,0.0,SC-UCB,256,24.34479980468877,0.3235777125468773,102.0,0.0,44.744799804688775,0.3235777125468772,0.3876953125,0.005208825682684344
spread,8192,0.025,0.1,-1,102,2,0.0,Oracle-scale UCB,256,25.377514648438993,0.2947063479273167,0.0,0.0,25.377514648438993,0.2947063479273167,0.4000000000000001,6.952486265422992e-18
spread,8192,0.025,0.1,-1,102,2,0.0,Naive proxy UCB,256,30.814404296877726,0.26912005326969124,0.0,0.0,30.814404296877726,0.26912005326969124,1.0,0.0
spread,8192,0.025,0.1,-1,102,2,0.0,Rank-only UCB,256,20.604736328125494,0.2951835511948057,0.0,0.0,20.604736328125494,0.2951835511948057,0.0,0.0
spread,8192,0.025,0.1,-1,102,2,0.0,Audit-only ETC,256,22.43984375000319,1.570756048804508,102.0,0.0,42.83984375000318,1.570756048804508,0.3876953125,0.005208825682684344
spread,8192,0.025,0.1,-1,102,2,0.0,Audit-all UCB,256,22.95817871093848,0.2947248132589681,8192.0,0.0,1661.3581787109385,0.2947248132589683,0.39985084533691406,0.0006496385873276852
